,Regione,Tipo Ateneo,Sesso,Corso di laurea,Anno,Value
1668,Emilia-Romagna,pubblica,femmine,scientifico,2012,272
1669,Emilia-Romagna,pubblica,femmine,scientifico,2013,244
1670,Emilia-Romagna,pubblica,femmine,scientifico,2014,215
1671,Emilia-Romagna,pubblica,femmine,scientifico,2015,258
1672,Emilia-Romagna,pubblica,femmine,scientifico,2016,312
1673,Emilia-Romagna,pubblica,femmine,scientifico,2017,311
1878,Toscana,pubblica,maschi,scientifico,2008,390
1879,Toscana,pubblica,maschi,scientifico,2009,432
1880,Toscana,pubblica,maschi,scientifico,2010,444
1881,Toscana,pubblica,maschi,scientifico,2011,384
1882,Toscana,pubblica,maschi,scientifico,2012,452
1883,Toscana,pubblica,maschi,scientifico,2013,443
1884,Toscana,pubblica,maschi,scientifico,2014,475
1885,Toscana,pubblica,maschi,scientifico,2015,537
1886,Toscana,pubblica,maschi,scientifico,2016,542
1887,Toscana,pubblica,maschi,scientifico,2017,647
1888,Toscana,pubblica,maschi,scientifico,2008,390
1889,Toscana,pubblica,maschi,scientifico,2009,432
1890,Toscana,pubblica,maschi,scientifico,2010,444
1891,Toscana,pubblica,maschi,scientifico,2011,384
1892,Toscana,pubblica,maschi,scientifico,2012,452
1893,Toscana,pubblica,maschi,scientifico,2013,443
1894,Toscana,pubblica,maschi,scientifico,2014,475
1895,Toscana,pubblica,maschi,scientifico,2015,537
1896,Toscana,pubblica,maschi,scientifico,2016,542
1897,Toscana,pubblica,maschi,scientifico,2017,647
1898,Toscana,pubblica,femmine,scientifico,2008,183
1899,Toscana,pubblica,femmine,scientifico,2009,213
1900,Toscana,pubblica,femmine,scientifico,2010,216
1901,Toscana,pubblica,femmine,scientifico,2011,182
1902,Toscana,pubblica,femmine,scientifico,2012,194
1903,Toscana,pubblica,femmine,scientifico,2013,165
1904,Toscana,pubblica,femmine,scientifico,2014,165
1905,Toscana,pubblica,femmine,scientifico,2015,172
1906,Toscana,pubblica,femmine,scientifico,2016,184
1907,Toscana,pubblica,femmine,scientifico,2017,218
1908,Toscana,pubblica,femmine,scientifico,2008,183
1909,Toscana,pubblica,femmine,scientifico,2009,213
1910,Toscana,pubblica,femmine,scientifico,2010,216
1911,Toscana,pubblica,femmine,scientifico,2011,182
1912,Toscana,pubblica,femmine,scientifico,2012,194
1913,Toscana,pubblica,femmine,scientifico,2013,165
1914,Toscana,pubblica,femmine,scientifico,2014,165
1915,Toscana,pubblica,femmine,scientifico,2015,172
1916,Toscana,pubblica,femmine,scientifico,2016,184
1917,Toscana,pubblica,femmine,scientifico,2017,218
1998,Umbria,pubblica,maschi,scientifico,2008,90
1999,Umbria,pubblica,maschi,scientifico,2009,80
2000,Umbria,pubblica,maschi,scientifico,2010,85
2001,Umbria,pubblica,maschi,scientifico,2011,108
2002,Umbria,pubblica,maschi,scientifico,2012,128
2003,Umbria,pubblica,maschi,scientifico,2013,96
2004,Umbria,pubblica,maschi,scientifico,2014,105
2005,Umbria,pubblica,maschi,scientifico,2015,125
2006,Umbria,pubblica,maschi,scientifico,2016,126
2007,Umbria,pubblica,maschi,scientifico,2017,174
2008,Umbria,pubblica,maschi,scientifico,2008,90
2009,Umbria,pubblica,maschi,scientifico,2009,80
2010,Umbria,pubblica,maschi,scientifico,2010,85
2011,Umbria,pubblica,maschi,scientifico,2011,108
2012,Umbria,pubblica,maschi,scientifico,2012,128
2013,Umbria,pubblica,maschi,scientifico,2013,96
2014,Umbria,pubblica,maschi,scientifico,2014,105
2015,Umbria,pubblica,maschi,scientifico,2015,125
2016,Umbria,pubblica,maschi,scientifico,2016,126
2017,Umbria,pubblica,maschi,scientifico,2017,174
2018,Umbria,pubblica,femmine,scientifico,2008,46
2019,Umbria,pubblica,femmine,scientifico,2009,61
2020,Umbria,pubblica,femmine,scientifico,2010,59
2021,Umbria,pubblica,femmine,scientifico,2011,56
2022,Umbria,pubblica,femmine,scientifico,2012,50
2023,Umbria,pubblica,femmine,scientifico,2013,28
2024,Umbria,pubblica,femmine,scientifico,2014,42
2025,Umbria,pubblica,femmine,scientifico,2015,45
2026,Umbria,pubblica,femmine,scientifico,2016,44
2027,Umbria,pubblica,femmine,scientifico,2017,47
2028,Umbria,pubblica,femmine,scientifico,2008,46
2029,Umbria,pubblica,femmine,scientifico,2009,61
2030,Umbria,pubblica,femmine,scientifico,2010,59
2031,Umbria,pubblica,femmine,scientifico,2011,56
2032,Umbria,pubblica,femmine,scientifico,2012,50
2033,Umbria,pubblica,femmine,scientifico,2013,28
2034,Umbria,pubblica,femmine,scientifico,2014,42
2035,Umbria,pubblica,femmine,scientifico,2015,45
2036,Umbria,pubblica,femmine,scientifico,2016,44
2037,Umbria,pubblica,femmine,scientifico,2017,47
2118,Marche,pubblica,maschi,scientifico,2008,167
2119,Marche,pubblica,maschi,scientifico,2009,179
2120,Marche,pubblica,maschi,scientifico,2010,179
2121,Marche,pubblica,maschi,scientifico,2011,147
2122,Marche,pubblica,maschi,scientifico,2012,172
2123,Marche,pubblica,maschi,scientifico,2013,155
2124,Marche,pubblica,maschi,scientifico,2014,134
2125,Marche,pubblica,maschi,scientifico,2015,148
2126,Marche,pubblica,maschi,scientifico,2016,130
2127,Marche,pubblica,maschi,scientifico,2017,234
2128,Marche,pubblica,maschi,scientifico,2008,167
2129,Marche,pubblica,maschi,scientifico,2009,179
2130,Marche,pubblica,maschi,scientifico,2010,179
2131,Marche,pubblica,maschi,scientifico,2011,147
2132,Marche,pubblica,maschi,scientifico,2012,172
2133,Marche,pubblica,maschi,scientifico,2013,155
2134,Marche,pubblica,maschi,scientifico,2014,134
2135,Marche,pubblica,maschi,scientifico,2015,148
2136,Marche,pubblica,maschi,scientifico,2016,130
2137,Marche,pubblica,maschi,scientifico,2017,234
2138,Marche,pubblica,femmine,scientifico,2008,64
2139,Marche,pubblica,femmine,scientifico,2009,53
2140,Marche,pubblica,femmine,scientifico,2010,56
2141,Marche,pubblica,femmine,scientifico,2011,45
2142,Marche,pubblica,femmine,scientifico,2012,51
2143,Marche,pubblica,femmine,scientifico,2013,41
2144,Marche,pubblica,femmine,scientifico,2014,41
2145,Marche,pubblica,femmine,scientifico,2015,49
2146,Marche,pubblica,femmine,scientifico,2016,46
2147,Marche,pubblica,femmine,scientifico,2017,51
2148,Marche,pubblica,femmine,scientifico,2008,64
2149,Marche,pubblica,femmine,scientifico,2009,53
2150,Marche,pubblica,femmine,scientifico,2010,56
2151,Marche,pubblica,femmine,scientifico,2011,45
2152,Marche,pubblica,femmine,scientifico,2012,51
2153,Marche,pubblica,femmine,scientifico,2013,41
2154,Marche,pubblica,femmine,scientifico,2014,41
2155,Marche,pubblica,femmine,scientifico,2015,49
2156,Marche,pubblica,femmine,scientifico,2016,46
2157,Marche,pubblica,femmine,scientifico,2017,51
2238,Lazio,pubblica,maschi,scientifico,2008,837
2239,Lazio,pubblica,maschi,scientifico,2009,817
2240,Lazio,pubblica,maschi,scientifico,2010,700
2241,Lazio,pubblica,maschi,scientifico,2011,736
2242,Lazio,pubblica,maschi,scientifico,2012,751
2243,Lazio,pubblica,maschi,scientifico,2013,597
2244,Lazio,pubblica,maschi,scientifico,2014,637
2245,Lazio,pubblica,maschi,scientifico,2015,649
2246,Lazio,pubblica,maschi,scientifico,2016,794
2247,Lazio,pubblica,maschi,scientifico,2017,799
2248,Lazio,pubblica,maschi,scientifico,2008,837
2249,Lazio,pubblica,maschi,scientifico,2009,817
2250,Lazio,pubblica,maschi,scientifico,2010,700
2251,Lazio,pubblica,maschi,scientifico,2011,736
2252,Lazio,pubblica,maschi,scientifico,2012,751
2253,Lazio,pubblica,maschi,scientifico,2013,597
2254,Lazio,pubblica,maschi,scientifico,2014,637
2255,Lazio,pubblica,maschi,scientifico,2015,649
2256,Lazio,pubblica,maschi,scientifico,2016,794
2257,Lazio,pubblica,maschi,scientifico,2017,799
2258,Lazio,pubblica,femmine,scientifico,2008,504
2259,Lazio,pubblica,femmine,scientifico,2009,397
2260,Lazio,pubblica,femmine,scientifico,2010,343
2261,Lazio,pubblica,femmine,scientifico,2011,342
2262,Lazio,pubblica,femmine,scientifico,2012,352
2263,Lazio,pubblica,femmine,scientifico,2013,302
2264,Lazio,pubblica,femmine,scientifico,2014,264
2265,Lazio,pubblica,femmine,scientifico,2015,275
2266,Lazio,pubblica,femmine,scientifico,2016,295
2267,Lazio,pubblica,femmine,scientifico,2017,373
2268,Lazio,pubblica,femmine,scientifico,2008,504
2269,Lazio,pubblica,femmine,scientifico,2009,397
2270,Lazio,pubblica,femmine,scientifico,2010,343
2271,Lazio,pubblica,femmine,scientifico,2011,342
2272,Lazio,pubblica,femmine,scientifico,2012,352
2273,Lazio,pubblica,femmine,scientifico,2013,302
2274,Lazio,pubblica,femmine,scientifico,2014,264
2275,Lazio,pubblica,femmine,scientifico,2015,275
2276,Lazio,pubblica,femmine,scientifico,2016,295
2277,Lazio,pubblica,femmine,scientifico,2017,373
2478,Abruzzo,pubblica,maschi,scientifico,2008,96
2479,Abruzzo,pubblica,maschi,scientifico,2009,134
2480,Abruzzo,pubblica,maschi,scientifico,2010,104
2481,Abruzzo,pubblica,maschi,scientifico,2011,82
2482,Abruzzo,pubblica,maschi,scientifico,2012,71
2483,Abruzzo,pubblica,maschi,scientifico,2013,88
2484,Abruzzo,pubblica,maschi,scientifico,2014,111
2485,Abruzzo,pubblica,maschi,scientifico,2015,80
2486,Abruzzo,pubblica,maschi,scientifico,2016,105
2487,Abruzzo,pubblica,maschi,scientifico,2017,92
2488,Abruzzo,pubblica,maschi,scientifico,2008,96
2489,Abruzzo,pubblica,maschi,scientifico,2009,134
2490,Abruzzo,pubblica,maschi,scientifico,2010,104
2491,Abruzzo,pubblica,maschi,scientifico,2011,82
2492,Abruzzo,pubblica,maschi,scientifico,2012,71
2493,Abruzzo,pubblica,maschi,scientifico,2013,88
2494,Abruzzo,pubblica,maschi,scientifico,2014,111
2495,Abruzzo,pubblica,maschi,scientifico,2015,80
2496,Abruzzo,pubblica,maschi,scientifico,2016,105
2497,Abruzzo,pubblica,maschi,scientifico,2017,92
2498,Abruzzo,pubblica,femmine,scientifico,2008,53
2499,Abruzzo,pubblica,femmine,scientifico,2009,75
2500,Abruzzo,pubblica,femmine,scientifico,2010,30
2501,Abruzzo,pubblica,femmine,scientifico,2011,28
2502,Abruzzo,pubblica,femmine,scientifico,2012,35
2503,Abruzzo,pubblica,femmine,scientifico,2013,28
2504,Abruzzo,pubblica,femmine,scientifico,2014,37
2505,Abruzzo,pubblica,femmine,scientifico,2015,36
2506,Abruzzo,pubblica,femmine,scientifico,2016,24
2507,Abruzzo,pubblica,femmine,scientifico,2017,36
2508,Abruzzo,pubblica,femmine,scientifico,2008,53
2509,Abruzzo,pubblica,femmine,scientifico,2009,75
2510,Abruzzo,pubblica,femmine,scientifico,2010,30
2511,Abruzzo,pubblica,femmine,scientifico,2011,28
2512,Abruzzo,pubblica,femmine,scientifico,2012,35
2513,Abruzzo,pubblica,femmine,scientifico,2013,28
2514,Abruzzo,pubblica,femmine,scientifico,2014,37
2515,Abruzzo,pubblica,femmine,scientifico,2015,36
2516,Abruzzo,pubblica,femmine,scientifico,2016,24
2517,Abruzzo,pubblica,femmine,scientifico,2017,36
2598,Molise,pubblica,maschi,scientifico,2008,53
2599,Molise,pubblica,maschi,scientifico,2009,41
2600,Molise,pubblica,maschi,scientifico,2010,42
2601,Molise,pubblica,maschi,scientifico,2011,41
2602,Molise,pubblica,maschi,scientifico,2012,59
2603,Molise,pubblica,maschi,scientifico,2013,33
2604,Molise,pubblica,maschi,scientifico,2014,33
2605,Molise,pubblica,maschi,scientifico,2015,39
2606,Molise,pubblica,maschi,scientifico,2016,40
2607,Molise,pubblica,maschi,scientifico,2017,44
2608,Molise,pubblica,maschi,scientifico,2008,53
2609,Molise,pubblica,maschi,scientifico,2009,41
2610,Molise,pubblica,maschi,scientifico,2010,42
2611,Molise,pubblica,maschi,scientifico,2011,41
2612,Molise,pubblica,maschi,scientifico,2012,59
2613,Molise,pubblica,maschi,scientifico,2013,33
2614,Molise,pubblica,maschi,scientifico,2014,33
2615,Molise,pubblica,maschi,scientifico,2015,39
2616,Molise,pubblica,maschi,scientifico,2016,40
2617,Molise,pubblica,maschi,scientifico,2017,44
2618,Molise,pubblica,femmine,scientifico,2008,9
2619,Molise,pubblica,femmine,scientifico,2009,4
2620,Molise,pubblica,femmine,scientifico,2010,11
2621,Molise,pubblica,femmine,scientifico,2011,8
2622,Molise,pubblica,femmine,scientifico,2012,6
2623,Molise,pubblica,femmine,scientifico,2013,9
2624,Molise,pubblica,femmine,scientifico,2014,7
2625,Molise,pubblica,femmine,scientifico,2015,6
2626,Molise,pubblica,femmine,scientifico,2016,6
2627,Molise,pubblica,femmine,scientifico,2017,10
2628,Molise,pubblica,femmine,scientifico,2008,9
2629,Molise,pubblica,femmine,scientifico,2009,4
2630,Molise,pubblica,femmine,scientifico,2010,11
2631,Molise,pubblica,femmine,scientifico,2011,8
2632,Molise,pubblica,femmine,scientifico,2012,6
2633,Molise,pubblica,femmine,scientifico,2013,9
2634,Molise,pubblica,femmine,scientifico,2014,7
2635,Molise,pubblica,femmine,scientifico,2015,6
2636,Molise,pubblica,femmine,scientifico,2016,6
2637,Molise,pubblica,femmine,scientifico,2017,10
2718,Campania,pubblica,maschi,scientifico,2008,745
2719,Campania,pubblica,maschi,scientifico,2009,770
2720,Campania,pubblica,maschi,scientifico,2010,658
2721,Campania,pubblica,maschi,scientifico,2011,661
2722,Campania,pubblica,maschi,scientifico,2012,662
2723,Campania,pubblica,maschi,scientifico,2013,699
2724,Campania,pubblica,maschi,scientifico,2014,729
2725,Campania,pubblica,maschi,scientifico,2015,810
2726,Campania,pubblica,maschi,scientifico,2016,898
2727,Campania,pubblica,maschi,scientifico,2017,1001
2728,Campania,pubblica,maschi,scientifico,2008,745
2729,Campania,pubblica,maschi,scientifico,2009,770
2730,Campania,pubblica,maschi,scientifico,2010,658
2731,Campania,pubblica,maschi,scientifico,2011,661
2732,Campania,pubblica,maschi,scientifico,2012,662
2733,Campania,pubblica,maschi,scientifico,2013,699
2734,Campania,pubblica,maschi,scientifico,2014,729
2735,Campania,pubblica,maschi,scientifico,2015,810
2736,Campania,pubblica,maschi,scientifico,2016,898
2737,Campania,pubblica,maschi,scientifico,2017,1001
2738,Campania,pubblica,femmine,scientifico,2008,320
2739,Campania,pubblica,femmine,scientifico,2009,326
2740,Campania,pubblica,femmine,scientifico,2010,297
2741,Campania,pubblica,femmine,scientifico,2011,307
2742,Campania,pubblica,femmine,scientifico,2012,324
2743,Campania,pubblica,femmine,scientifico,2013,305
2744,Campania,pubblica,femmine,scientifico,2014,307
2745,Campania,pubblica,femmine,scientifico,2015,251
2746,Campania,pubblica,femmine,scientifico,2016,295
2747,Campania,pubblica,femmine,scientifico,2017,336
2748,Campania,pubblica,femmine,scientifico,2008,320
2749,Campania,pubblica,femmine,scientifico,2009,326
2750,Campania,pubblica,femmine,scientifico,2010,297
2751,Campania,pubblica,femmine,scientifico,2011,307
2752,Campania,pubblica,femmine,scientifico,2012,324
2753,Campania,pubblica,femmine,scientifico,2013,305
2754,Campania,pubblica,femmine,scientifico,2014,307
2755,Campania,pubblica,femmine,scientifico,2015,251
2756,Campania,pubblica,femmine,scientifico,2016,295
2757,Campania,pubblica,femmine,scientifico,2017,336
2838,Puglia,pubblica,maschi,scientifico,2008,632
2839,Puglia,pubblica,maschi,scientifico,2009,524
2840,Puglia,pubblica,maschi,scientifico,2010,574
2841,Puglia,pubblica,maschi,scientifico,2011,544
2842,Puglia,pubblica,maschi,scientifico,2012,628
2843,Puglia,pubblica,maschi,scientifico,2013,560
2844,Puglia,pubblica,maschi,scientifico,2014,567
2845,Puglia,pubblica,maschi,scientifico,2015,644
2846,Puglia,pubblica,maschi,scientifico,2016,668
2847,Puglia,pubblica,maschi,scientifico,2017,736
2848,Puglia,pubblica,maschi,scientifico,2008,632
2849,Puglia,pubblica,maschi,scientifico,2009,524
2850,Puglia,pubblica,maschi,scientifico,2010,574
2851,Puglia,pubblica,maschi,scientifico,2011,544
2852,Puglia,pubblica,maschi,scientifico,2012,628
2853,Puglia,pubblica,maschi,scientifico,2013,560
2854,Puglia,pubblica,maschi,scientifico,2014,567
2855,Puglia,pubblica,maschi,scientifico,2015,644
2856,Puglia,pubblica,maschi,scientifico,2016,668
2857,Puglia,pubblica,maschi,scientifico,2017,736
2858,Puglia,pubblica,femmine,scientifico,2008,263
2859,Puglia,pubblica,femmine,scientifico,2009,277
2860,Puglia,pubblica,femmine,scientifico,2010,307
2861,Puglia,pubblica,femmine,scientifico,2011,277
2862,Puglia,pubblica,femmine,scientifico,2012,260
2863,Puglia,pubblica,femmine,scientifico,2013,219
2864,Puglia,pubblica,femmine,scientifico,2014,166
2865,Puglia,pubblica,femmine,scientifico,2015,189
2866,Puglia,pubblica,femmine,scientifico,2016,191
2867,Puglia,pubblica,femmine,scientifico,2017,162
2868,Puglia,pubblica,femmine,scientifico,2008,263
2869,Puglia,pubblica,femmine,scientifico,2009,277
2870,Puglia,pubblica,femmine,scientifico,2010,307
2871,Puglia,pubblica,femmine,scientifico,2011,277
2872,Puglia,pubblica,femmine,scientifico,2012,260
2873,Puglia,pubblica,femmine,scientifico,2013,219
2874,Puglia,pubblica,femmine,scientifico,2014,166
2875,Puglia,pubblica,femmine,scientifico,2015,189
2876,Puglia,pubblica,femmine,scientifico,2016,191
2877,Puglia,pubblica,femmine,scientifico,2017,162
2958,Basilicata,pubblica,maschi,scientifico,2008,66
2959,Basilicata,pubblica,maschi,scientifico,2009,38
2960,Basilicata,pubblica,maschi,scientifico,2010,64
2961,Basilicata,pubblica,maschi,scientifico,2011,60
2962,Basilicata,pubblica,maschi,scientifico,2012,89
2963,Basilicata,pubblica,maschi,scientifico,2013,51
2964,Basilicata,pubblica,maschi,scientifico,2014,57
2965,Basilicata,pubblica,maschi,scientifico,2015,63
2966,Basilicata,pubblica,maschi,scientifico,2016,53
2967,Basilicata,pubblica,maschi,scientifico,2017,83
2968,Basilicata,pubblica,maschi,scientifico,2008,66
2969,Basilicata,pubblica,maschi,scientifico,2009,38
2970,Basilicata,pubblica,maschi,scientifico,2010,64
2971,Basilicata,pubblica,maschi,scientifico,2011,60
2972,Basilicata,pubblica,maschi,scientifico,2012,89
2973,Basilicata,pubblica,maschi,scientifico,2013,51
2974,Basilicata,pubblica,maschi,scientifico,2014,57
2975,Basilicata,pubblica,maschi,scientifico,2015,63
2976,Basilicata,pubblica,maschi,scientifico,2016,53
2977,Basilicata,pubblica,maschi,scientifico,2017,83
2978,Basilicata,pubblica,femmine,scientifico,2008,17
2979,Basilicata,pubblica,femmine,scientifico,2009,15
2980,Basilicata,pubblica,femmine,scientifico,2010,14
2981,Basilicata,pubblica,femmine,scientifico,2011,14
2982,Basilicata,pubblica,femmine,scientifico,2012,18
2983,Basilicata,pubblica,femmine,scientifico,2013,26
2984,Basilicata,pubblica,femmine,scientifico,2014,16
2985,Basilicata,pubblica,femmine,scientifico,2015,19
2986,Basilicata,pubblica,femmine,scientifico,2016,18
2987,Basilicata,pubblica,femmine,scientifico,2017,20
2988,Basilicata,pubblica,femmine,scientifico,2008,17
2989,Basilicata,pubblica,femmine,scientifico,2009,15
2990,Basilicata,pubblica,femmine,scientifico,2010,14
2991,Basilicata,pubblica,femmine,scientifico,2011,14
2992,Basilicata,pubblica,femmine,scientifico,2012,18
2993,Basilicata,pubblica,femmine,scientifico,2013,26
2994,Basilicata,pubblica,femmine,scientifico,2014,16
2995,Basilicata,pubblica,femmine,scientifico,2015,19
2996,Basilicata,pubblica,femmine,scientifico,2016,18
2997,Basilicata,pubblica,femmine,scientifico,2017,20
3078,Calabria,pubblica,maschi,scientifico,2008,161
3079,Calabria,pubblica,maschi,scientifico,2009,172
3080,Calabria,pubblica,maschi,scientifico,2010,161
3081,Calabria,pubblica,maschi,scientifico,2011,117
3082,Calabria,pubblica,maschi,scientifico,2012,144
3083,Calabria,pubblica,maschi,scientifico,2013,131
3084,Calabria,pubblica,maschi,scientifico,2014,144
3085,Calabria,pubblica,maschi,scientifico,2015,101
3086,Calabria,pubblica,maschi,scientifico,2016,135
3087,Calabria,pubblica,maschi,scientifico,2017,162
3088,Calabria,pubblica,maschi,scientifico,2008,161
